medinc,GEOID
30760,06037209520
27399,06037209810
26392,06037209820
28359,06037210010
133485,06037211000
46231,06037211120
53750,06037211121
47278,06037211122
42383,06037211201
40378,06037211202
40605,06037211310
30370,06037211320
39605,06037211410
43472,06037211420
58309,06037211500
61897,06037211701
50498,06037211703
37172,06037211704
40625,06037211802
50115,06037211803
39469,06037211804
45114,06037211910
33407,06037211921
47778,06037211922
52652,06037212101
27333,06037212102
36236,06037212202
22938,06037212203
28708,06037212204
34400,06037212303
29479,06037212304
36250,06037212305
41162,06037212306
43278,06037212410
35031,06037212420
38538,06037212501
46910,06037212502
39920,06037212610
39375,06037212620
43750,06037212701
72273,06037212702
48125,06037212800
43266,06037212900
41719,06037213100
30335,06037213201
37656,06037213202
50337,06037213310
26971,06037213320
31536,06037213401
40578,06037213402
107750,06037214000
101727,06037214100
81081,06037214400
94076,06037214501
64464,06037214502
74712,06037214503
96875,06037214600
105522,06037214700
106104,06037214800
72819,06037214901
80033,06037214902
64269,06037215101
65000,06037215102
100781,06037216100
95707,06037216200
91328,06037216300
50208,06037216401
69063,06037216402
69750,06037216700
86895,06037216800
69968,06037216900
93083,06037217001
76794,06037217002
64298,06037217100
64222,06037217200
43073,06037218110
37690,06037218120
34485,06037218210
47700,06037218220
50994,06037218300
58449,06037218400
42844,06037218500
56167,06037218600
55264,06037218701
35924,06037218702
50921,06037218800
37500,06037218900
55962,06037219010
55705,06037219020
35432,06037219300
63359,06037219500
50676,06037219700
37933,06037219800
31577,06037219901
47875,06037219902
45476,06037220000
53727,06037220100
30779,06037221110
36150,06037221120
44265,06037221210
43000,06037221220
41385,06037221302
35417,06037221303
35149,06037221304
24290,06037221401
32841,06037221402
31774,06037221500
38558,06037221601
27740,06037221602
36563,06037221710
20685,06037221810
13770,06037221820
12319,06037221900
68125,06037222001
46856,06037222002
46429,06037222100
36852,06037222200
42487,06037222500
26277,06037222600
8264,06037222700
22054,06037224010
26493,06037224020
30579,06037224200
31094,06037224310
30273,06037224320
26742,06037224410
23854,06037224420
40600,06037224600
10802,06037224700
40978,06037226001
27632,06037226002
36622,06037226410
31615,06037226420
38353,06037226700
42269,06037227010
45129,06037227020
46278,06037228100
34386,06037228210
39628,06037228220
42183,06037228310
30714,06037228320
41375,06037228410
35027,06037228420
33259,06037228500
42308,06037228600
30737,06037228710
36587,06037228720
38969,06037228800
19087,06037228900
44869,06037229100
37321,06037229200
31720,06037229300
30227,06037229410
36875,06037229420
29226,06037231100
27608,06037231210
28113,06037231220
46767,06037231300
38420,06037231400
46472,06037231500
41416,06037231600
31099,06037231710
34436,06037231720
33602,06037231800
29982,06037231900
32266,06037232110
36858,06037232120
34273,06037232200
46654,06037232300
45132,06037232400
41991,06037232500
35645,06037232600
37067,06037232700
33413,06037232800
56708,06037234000
64476,06037234200
43904,06037234300
43750,06037234501
24614,06037234502
53542,06037234600
38776,06037234700
57646,06037234800
16856,06037234901
23321,06037234902
80398,06037235100
40000,06037235201
31403,06037235202
73125,06037236000
22463,06037236100
29436,06037236202
26681,06037236203
24828,06037236204
64636,06037236400
30938,06037237101
35123,06037237102
45147,06037237201
35733,06037237202
34784,06037237300
38625,06037237401
39306,06037237402
33040,06037237500
32438,06037237600
35262,06037237710
32077,06037237720
46042,06037237800
57298,06037237900
63970,06037238000
45900,06037238100
42344,06037238200
22367,06037238310
33375,06037238320
51420,06037238400
37000,06037239201
35871,06037239202
39479,06037239310
42203,06037239320
34741,06037239330
40388,06037239501
34605,06037239502
36029,06037239601
36425,06037239602
33414,06037239701
32037,06037239702
42963,06037239801
38513,06037239802
30710,06037240010
39839,06037240020
32661,06037240200
24368,06037240300
37115,06037240401
37938,06037240402
36090,06037240500
37759,06037240600
43796,06037240700
36923,06037240800
38173,06037240900
39509,06037241001
58029,06037241002
43182,06037241110
30688,06037241120
39063,06037241201
40596,06037241202
44583,06037241300
32460,06037241400
32841,06037242000
14650,06037242100
25833,06037242200
26480,06037242300
16810,06037242600
42978,06037242700
50619,06037243000
24833,06037243100
238125,06037261101
154063,06037261102
191250,06037261200
176875,06037262100
210417,06037262200
248269,06037262301
168125,06037262302
250001,06037262303
250001,06037262400
164886,06037262501
209625,06037262601
204447,06037262604
113672,06037262704
211310,06037262706
225750,06037262802
220473,06037264000
105133,06037264102
100160,06037264103
92303,06037264301
95222,06037264302
107969,06037265100
87344,06037265201
64083,06037265202
NA,06037265301
17338,06037265303
20750,06037265304
18668,06037265305
116625,06037265410
208194,06037265420
52917,06037265510
102708,06037265520
113750,06037265601
122426,06037265602
80685,06037265700
90818,06037267100
98728,06037267200
69337,06037267300
74748,06037267402
77625,06037267403
80549,06037267404
79531,06037267501
83342,06037267502
76250,06037267600
87392,06037267700
73049,06037267800
129306,06037267901
125813,06037267902
124301,06037269000
86039,06037269100
162438,06037269300
168224,06037269500
48908,06037269601
57538,06037269602
93155,06037269700
77778,06037269800
59757,06037269903
68865,06037269904
64159,06037269905
78721,06037269906
68068,06037269907
66071,06037270100
65119,06037270200
73375,06037270300
91838,06037271100
67962,06037271200
91009,06037271300
130903,06037271400
94330,06037271500
86522,06037271600
91567,06037271701
61063,06037271702
55028,06037271801
77112,06037271802
83438,06037271901
72695,06037271902
92034,06037272100
63750,06037272201
63867,06037272202
76429,06037272301
55000,06037272302
115000,06037273100
84661,06037273200
71949,06037273300
63765,06037273402
83304,06037273502
136471,06037273600
91774,06037273700
93099,06037273800
141288,06037273902
112833,06037274100
125331,06037274202
78875,06037275101
54676,06037275102
58750,06037275200
86429,06037275302
87284,06037275311
136424,06037275400
36789,06037275500
129643,06037275602
79313,06037275603
124904,06037276000
63814,06037276100
131786,06037276400
88500,06037276500
124364,06037276601
90821,06037276603
82182,06037276604
138542,06037277000
128021,06037277100
59186,06037277200
41103,06037277400
98523,06037278001
138456,06037278102
41089,06037291110
49194,06037291120
61458,06037291130
54297,06037291210
52273,06037291220
79034,06037291300
38186,06037292000
59760,06037293201
41634,06037293202
81375,06037293301
67500,06037293302
60754,06037293304
85856,06037293306
50735,06037293307
50988,06037294110
42031,06037294120
62083,06037294200
65897,06037294301
53804,06037294302
46094,06037294410
41117,06037294421
49505,06037294510
49188,06037294520
43950,06037294610
42829,06037294620
40026,06037294701
46667,06037294810
38949,06037294820
36372,06037294830
39712,06037294900
116204,06037295103
37723,06037296210
27066,06037296220
80000,06037296300
84844,06037296401
102734,06037296402
38486,06037296500
36514,06037296600
43405,06037296901
48347,06037296902
100982,06037297000
37531,06037297110
37571,06037297120
57368,06037297201
73269,06037297202
77554,06037297300
85875,06037297400
100152,06037297500
53934,06037297601
65729,06037297602
141952,06037300100
94688,06037300200
107321,06037300301
90050,06037300400
110449,06037300501
75725,06037300502
68080,06037300600
119048,06037300701
118718,06037300702
86250,06037300800
146573,06037300901
133947,06037300902
63169,06037301000
77787,06037301100
63710,06037301203
56979,06037301204
110670,06037301205
57560,06037301206
120250,06037301300
140714,06037301400
97143,06037301501
48090,06037301502
44265,06037301601
57212,06037301602
80156,06037301701
50276,06037301702
63203,06037301801
51890,06037301802
56495,06037301900
48409,06037302002
41960,06037302003
40611,06037302004
67955,06037302102
49649,06037302103
58400,06037302104
24203,06037302201
40813,06037302202
55855,06037302301
50246,06037302302
40239,06037302401
36550,06037302503
39107,06037302504
36572,06037302505
59647,06037302506
131149,06037310100
78214,06037310201
80295,06037310202
148000,06037310300
83977,06037310400
65231,06037310501
61458,06037310601
84167,06037310602
31359,06037310701
40871,06037310702
39623,06037310703
68258,06037310800
73750,06037310900
99476,06037311000
111128,06037311100
76048,06037311200
104773,06037311300
86726,06037311400
87685,06037311500
70898,06037311600
91019,06037311700
62892,06037311801
62827,06037311802
NA,06037320000
71883,06037320100
32148,06037320201
69063,06037320202
46250,06037320300
112014,06037400204
189107,06037400205
129837,06037400206
130662,06037400207
79844,06037400302
71964,06037400304
108897,06037400402
103750,06037400403
125603,06037400404
139861,06037400501
69436,06037400602
77188,06037400603
89233,06037400604
84038,06037400800
89167,06037400900
110114,06037401001
77813,06037401002
59092,06037401101
77019,06037401102
111071,06037401201
84318,06037401202
82292,06037401203
110435,06037401303
127157,06037401304
85040,06037401311
71379,06037401312
74155,06037401500
72862,06037401601
69643,06037401602
61215,06037401603
66875,06037401701
62319,06037401703
53952,06037401704
105217,06037401800
77885,06037401901
84135,06037401902
63750,06037402001
53614,06037402002
75337,06037402101
71429,06037402102
75583,06037402200
48199,06037402301
46507,06037402303
39205,06037402304
53906,06037402402
68384,06037402403
NA,06037402404
59306,06037402405
47274,06037402406
40335,06037402501
44103,06037402502
46750,06037402600
31340,06037402702
70875,06037402703
75833,06037402705
66339,06037402706
34936,06037402801
48810,06037402803
48056,06037402804
56463,06037402902
58611,06037402903
70913,06037402904
59554,06037403000
NA,06037403200
82292,06037403303
104079,06037403304
90536,06037403305
80197,06037403312
86905,06037403316
95978,06037403317
87885,06037403318
81711,06037403319
104637,06037403320
102731,06037403321
92500,06037403322
96033,06037403323
104266,06037403324
107500,06037403325
100833,06037403401
87031,06037403402
128152,06037403403
95714,06037403404
111625,06037403405
87545,06037403406
140119,06037403407
97415,06037403408
112794,06037403500
69115,06037403600
106458,06037403702
89938,06037403703
71528,06037403721
58829,06037403722
72560,06037403801
70705,06037403802
85434,06037403901
73382,06037403902
74333,06037404000
62127,06037404100
49883,06037404201
64323,06037404202
47375,06037404301
73452,06037404302
65284,06037404401
57965,06037404402
52917,06037404501
64583,06037404503
45927,06037404504
59375,06037404600
64946,06037404701
49646,06037404702
42500,06037404703
51625,06037404801
58365,06037404802
58897,06037404803
68442,06037404901
73015,06037404902
59091,06037404903
81131,06037405001
64181,06037405002
74844,06037405101
45792,06037405102
55230,06037405201
66345,06037405202
75862,06037405203
68715,06037405301
63966,06037405302
84205,06037405400
80266,06037405500
87786,06037405600
96276,06037405701
70100,06037405702
73459,06037405800
66250,06037405900
79694,06037406000
64375,06037406101
53530,06037406102
44976,06037406200
97375,06037406300
113317,06037406402
81250,06037406411
97857,06037406412
81250,06037406500
87083,06037406601
82569,06037406602
83750,06037406701
78628,06037406702
85081,06037406800
64186,06037406901
61364,06037406902
72699,06037407001
62813,06037407002
65043,06037407101
71771,06037407102
60539,06037407200
83140,06037407301
66914,06037407302
93098,06037407400
62000,06037407501
76351,06037407502
44000,06037407601
65573,06037407602
40929,06037407701
75518,06037407702
83355,06037407801
83413,06037407802
93074,06037407900
100288,06037408003
71971,06037408004
105640,06037408005
70217,06037408006
66458,06037408133
91736,06037408134
90347,06037408135
76799,06037408136
70476,06037408137
52939,06037408138
63021,06037408139
62524,06037408140
75417,06037408141
65600,06037408202
55476,06037408211
75870,06037408212
65662,06037408301
92955,06037408302
72049,06037408303
76328,06037408401
86991,06037408402
58276,06037408501
128971,06037408503
85357,06037408504
111731,06037408505
72474,06037408623
85893,06037408624
89798,06037408625
80938,06037408626
101492,06037408627
65643,06037408628
91938,06037408629
70000,06037408630
73750,06037408631
113750,06037408703
45000,06037408704
68125,06037408705
123977,06037408706
83281,06037408722
66607,06037408723
37829,06037408724
44500,06037408800
66760,06037430002
112155,06037430003
49688,06037430101
68750,06037430102
117000,06037430200
118932,06037430301
78971,06037430302
133846,06037430400
118750,06037430501
82049,06037430502
126500,06037430600
84107,06037430701
75375,06037430721
74297,06037430723
54868,06037430724
90189,06037430801
102961,06037430802
96384,06037430803
65380,06037430901
83497,06037430902
64510,06037431001
46042,06037431002
78190,06037431100
65750,06037431200
91116,06037431300
89375,06037431400
50938,06037431501
58715,06037431502
112617,06037431600
106957,06037431700
73393,06037431800
44375,06037431900
64167,06037432000
81536,06037432101
83628,06037432102
45625,06037432201
50583,06037432202
52668,06037432300
50463,06037432401
58421,06037432402
65143,06037432500
59069,06037432601
63352,06037432602
43787,06037432700
23600,06037432801
39634,06037432802
56250,06037432901
78750,06037432902
41893,06037433101
37250,06037433102
46164,06037433200
34333,06037433302
44783,06037433304
48953,06037433305
55211,06037433306
52917,06037433307
46929,06037433401
46094,06037433402
38884,06037433403
34055,06037433501
48378,06037433503
34882,06037433504
62500,06037433601
41250,06037433602
60182,06037433700
47359,06037433801
70179,06037433802
41707,06037433901
51715,06037433902
55000,06037434001
42702,06037434003
62736,06037434004
142827,06037460000
130815,06037460100
99643,06037460200
98015,06037460301
85216,06037460302
86923,06037460401
194783,06037460501
146297,06037460502
155938,06037460600
207727,06037460700
208229,06037460800
78229,06037460900
58866,06037461000
81208,06037461100
137670,06037461200
79479,06037461300
54000,06037461400
73906,06037461501
58462,06037461502
61551,06037461600
127917,06037461700
49038,06037461901
28750,06037461902
46389,06037462001
31071,06037462002
57143,06037462100
35719,06037462201
63820,06037462202
54167,06037462301
75000,06037462302
85950,06037462400
89179,06037462500
130208,06037462600
74194,06037462700
78142,06037462800
119643,06037462900
106354,06037463000
95341,06037463101
85438,06037463102
100982,06037463200
94050,06037463300
83000,06037463400
79977,06037463500
82070,06037463601
77043,06037463602
129375,06037463700
153750,06037463800
95096,06037463900
99492,06037464000
163092,06037464100
153750,06037464200
108095,06037480002
63036,06037480011
80723,06037480012
68243,06037480101
66210,06037480102
102484,06037480201
102368,06037480202
64028,06037480302
48138,06037480303
39575,06037480304
55208,06037480400
117143,06037480500
77963,06037480600
152500,06037480702
106750,06037480703
79621,06037480704
67724,06037480802
73841,06037480803
61934,06037480804
67704,06037480901
47070,06037480902
59688,06037480903
45000,06037481001
58589,06037481002
55914,06037481101
50087,06037481102
61506,06037481103
58036,06037481201
70735,06037481202
62930,06037481300
43980,06037481401
60699,06037481402
62344,06037481500
48454,06037481603
57262,06037481604
55938,06037481605
53177,06037481606
37328,06037481711
50144,06037481712
56792,06037481713
41512,06037481714
86136,06037481800
84792,06037481901
62903,06037481902
89531,06037482001
59779,06037482002
58255,06037482101
74297,06037482102
42202,06037482201
50407,06037482202
40583,06037482301
48233,06037482303
32287,06037482304
52407,06037482401
52622,06037482402
48448,06037482502
57121,06037482503
59727,06037482521
67857,06037482522
69063,06037482600
68125,06037482701
75119,06037482702
64567,06037482800
114632,06037500100
119653,06037500201
135811,06037500202
99330,06037500300
43906,06037500402
80949,06037500403
75179,06037500404
50592,06037500500
59375,06037500600
76188,06037500700
67014,06037500800
60486,06037500900
75230,06037501001
92609,06037501002
97582,06037501200
73068,06037501300
44417,06037501400
104074,06037501501
66500,06037501503
35444,06037501504
112656,06037501600
94153,06037501700
75428,06037501802
33594,06037501803
49129,06037501804
94271,06037501900
68631,06037502003
62656,06037502004
54897,06037502005
61414,06037502100
64554,06037502200
70990,06037502301
52308,06037502302
66793,06037502401
80060,06037502402
48542,06037502500
76800,06037502601
49391,06037502602
73641,06037502700
79083,06037502801
34907,06037502802
86602,06037502901
52557,06037502902
55035,06037503000
75185,06037503103
57143,06037503104
66758,06037503105
67031,06037503106
95574,06037503201
69919,06037503202
86757,06037503301
75853,06037503302
79100,06037503401
98947,06037503402
57940,06037503501
84265,06037503502
87273,06037503601
97287,06037503602
69821,06037503701
77869,06037503702
73920,06037503703
93398,06037503801
89382,06037503802
90921,06037503901
105301,06037503902
74896,06037504001
100237,06037504002
70774,06037504101
NA,06037504102
93306,06037530003
59938,06037530004
84934,06037530005
61736,06037530006
45367,06037530101
47588,06037530102
68421,06037530202
44924,06037530203
57125,06037530204
42639,06037530301
52340,06037530302
41964,06037530400
42031,06037530500
52083,06037530601
85208,06037530602
48438,06037530700
45089,06037530801
60750,06037530802
50687,06037530901
40701,06037530902
43586,06037531000
43500,06037531101
34196,06037531102
43281,06037531201
47352,06037531202
33119,06037531301
40650,06037531302
42973,06037531502
41577,06037531503
43482,06037531504
31587,06037531602
42781,06037531603
40547,06037531604
42888,06037531701
45804,06037531702
44911,06037531800
42012,06037531901
60000,06037531902
32165,06037532001
41833,06037532002
41547,06037532101
62917,06037532102
50890,06037532200
48409,06037532302
52927,06037532303
42724,06037532304
55000,06037532400
48482,06037532500
43634,06037532603
45568,06037532604
23574,06037532605
33090,06037532606
43583,06037532700
39549,06037532800
37866,06037532900
33656,06037533001
36339,06037533002
32000,06037533103
28681,06037533104
32054,06037533105
37159,06037533106
38462,06037533107
39268,06037533201
53838,06037533202
44271,06037533203
34417,06037533300
53464,06037533401
32314,06037533402
46810,06037533403
42127,06037533501
46653,06037533502
47969,06037533503
40734,06037533601
43056,06037533602
44338,06037533603
35787,06037533701
37414,06037533702
42786,06037533703
43580,06037533803
40703,06037533804
45500,06037533805
39708,06037533806
47661,06037533901
42163,06037533902
43942,06037534001
51484,06037534002
38824,06037534101
39152,06037534102
41894,06037534201
28926,06037534202
35330,06037534203
47321,06037534301
48902,06037534302
48846,06037534403
39583,06037534404
37390,06037534405
40446,06037534406
56353,06037534501
60469,06037534502
64473,06037534700
51938,06037534802
41106,06037534803
48571,06037534804
49864,06037534900
41702,06037535001
37642,06037535002
37994,06037535101
42361,06037535102
47865,06037535200
37083,06037535300
36719,06037535400
39042,06037535501
49521,06037535502
36540,06037535503
41467,06037535603
50313,06037535604
44071,06037535605
43750,06037535606
41683,06037535607
56047,06037535701
44567,06037535702
52465,06037535802
50806,06037535803
42238,06037535804
48583,06037535901
73262,06037535902
50233,06037536000
50598,06037536102
63125,06037536103
46250,06037536104
53973,06037536200
54447,06037540000
66250,06037540101
58237,06037540102
34500,06037540201
38842,06037540202
45167,06037540203
60625,06037540300
48988,06037540400
56196,06037540501
35987,06037540502
32449,06037540600
43068,06037540700
65371,06037540800
39141,06037540901
51929,06037540902
53056,06037541001
55375,06037541002
51487,06037541100
67383,06037541200
48034,06037541300
44661,06037541400
49514,06037541500
35086,06037541603
40030,06037541604
52037,06037541605
39783,06037541606
65845,06037541700
47768,06037541801
52880,06037541802
49524,06037542000
45721,06037542103
62188,06037542104
43243,06037542105
49000,06037542106
45985,06037542200
47958,06037542401
61849,06037542402
50559,06037542501
35945,06037542502
35909,06037542601
55417,06037542602
64118,06037542700
54967,06037542800
53952,06037542900
67639,06037543000
59120,06037543100
53320,06037543201
47569,06037543202
83848,06037543304
63722,06037543305
88424,06037543306
85465,06037543321
97857,06037543322
88558,06037543400
61997,06037543501
63582,06037543502
74107,06037543503
72024,06037543601
69597,06037543602
66927,06037543603
97448,06037543604
90750,06037543701
70469,06037543702
93533,06037543703
77892,06037543801
74289,06037543802
73403,06037543903
64313,06037543905
61546,06037544001
81856,06037544002
83125,06037550000
71133,06037550100
64250,06037550201
70676,06037550202
68289,06037550300
81563,06037550400
84315,06037550500
72261,06037550601
88750,06037550602
98315,06037550700
81204,06037550800
60500,06037550901
57036,06037550902
86068,06037551000
50757,06037551101
60084,06037551102
60810,06037551201
72090,06037551202
51793,06037551300
61364,06037551401
76057,06037551402
70877,06037551501
82908,06037551502
NA,06037551600
65046,06037551700
69784,06037551800
69519,06037551900
82386,06037552001
65694,06037552002
53393,06037552100
47893,06037552200
87438,06037552301
64961,06037552302
65833,06037552400
65917,06037552601
56932,06037552602
71119,06037552700
74167,06037552800
61771,06037552900
75202,06037553000
67173,06037553100
81042,06037553200
49891,06037553300
65833,06037553400
62467,06037553502
50000,06037553503
55125,06037553504
45250,06037553601
68466,06037553602
49423,06037553701
51476,06037553702
53571,06037553801
41714,06037553802
71154,06037553901
52637,06037553902
55703,06037554001
56452,06037554002
42969,06037554101
81480,06037554103
63625,06037554104
42688,06037554105
83682,06037554201
51667,06037554203
37405,06037554204
60114,06037554301
53789,06037554302
42440,06037554403
46679,06037554404
47934,06037554405
75685,06037554406
89342,06037554511
118661,06037554512
94375,06037554513
90152,06037554514
97647,06037554515
109792,06037554516
97750,06037554517
97992,06037554518
132946,06037554519
78274,06037554521
105917,06037554522
71250,06037554600
67409,06037554700
57500,06037554801
73125,06037554802
58438,06037554900
70787,06037555001
81393,06037555002
44591,06037555102
84375,06037555103
70346,06037555104
112127,06037555202
44521,06037555211
50329,06037555212
88917,06037570001
89167,06037570002
93924,06037570003
85577,06037570100
58958,06037570202
44354,06037570203
55438,06037570204
38293,06037570301
41928,06037570303
54214,06037570304
74597,06037570402
42051,06037570403
52083,06037570404
63208,06037570501
59524,06037570502
52620,06037570601
63182,06037570602
43594,06037570603
79050,06037570701
86116,06037570702
97539,06037570800
103667,06037570901
87377,06037570902
99125,06037571000
117159,06037571101
101250,06037571102
91049,06037571200
103988,06037571300
85337,06037571400
58562,06037571502
78194,06037571503
64890,06037571504
16378,06037571600
51642,06037571701
39913,06037571703
45517,06037571704
106250,06037571800
68333,06037571900
100000,06037572001
71615,06037572002
112083,06037572100
67872,06037572201
92606,06037572202
60417,06037572301
73375,06037572302
94097,06037572400
29566,06037572500
66500,06037572600
63591,06037572700
17661,06037572800
42824,06037572900
33420,06037573002
63182,06037573003
40829,06037573004
54554,06037573100
39375,06037573201
46923,06037573202
35524,06037573300
73750,06037573401
68083,06037573402
101179,06037573403
120259,06037573601
108819,06037573700
116985,06037573800
126250,06037573902
133169,06037574000
105556,06037574100
101411,06037574201
72269,06037574202
103264,06037574300
106278,06037574400
93646,06037574500
NA,06037574601
84762,06037574602
NA,06037574700
74073,06037574800
110769,06037574901
52674,06037574902
80250,06037575001
71094,06037575002
40114,06037575101
32698,06037575102
50719,06037575103
39550,06037575201
40952,06037575202
34286,06037575300
31509,06037575401
46429,06037575402
12135,06037575500
34597,06037575801
31196,06037575802
26149,06037575803
51772,06037575901
43819,06037575902
74648,06037576001
35909,06037576200
35550,06037576301
35701,06037576302
41016,06037576401
40982,06037576402
37238,06037576403
35596,06037576501
46932,06037576502
53257,06037576503
63099,06037576601
65192,06037576602
64139,06037576700
54589,06037576801
58969,06037576802
31028,06037576901
38590,06037576903
50740,06037576904
62089,06037577000
70396,06037577100
86080,06037577200
75904,06037577300
93059,06037577400
113750,06037577501
94091,06037577504
89149,06037577602
104989,06037577603
95481,06037577604
69353,06037599000
NA,06037599100
29227,06037600100
34408,06037600201
33699,06037600202
49567,06037600302
25781,06037600303
31339,06037600304
45357,06037600400
60921,06037600501
63182,06037600502
72500,06037600601
35559,06037600602
91923,06037600702
69413,06037600703
66250,06037600704
86331,06037600801
66694,06037600802
38608,06037600902
54700,06037600911
50600,06037600912
31934,06037601001
47624,06037601002
34215,06037601100
52578,06037601202
41469,06037601211
45563,06037601212
64805,06037601301
47944,06037601302
45607,06037601303
46754,06037601401
55714,06037601402
36515,06037601501
45132,06037601502
49667,06037601600
47000,06037601700
36594,06037601801
46789,06037601802
49855,06037601900
41678,06037602002
43810,06037602003
50926,06037602004
37548,06037602103
47344,06037602104
53053,06037602105
48646,06037602106
75417,06037602200
83772,06037602301
127788,06037602302
52891,06037602402
54091,06037602403
43429,06037602404
42482,06037602504
37917,06037602505
35674,06037602506
50477,06037602507
48267,06037602508
61181,06037602509
54631,06037602600
89495,06037602700
35017,06037602801
63768,06037602802
33750,06037602900
55000,06037603001
54087,06037603004
48969,06037603005
45250,06037603006
54773,06037603101
55333,06037603102
72006,06037603200
48313,06037603301
48095,06037603302
61688,06037603400
81815,06037603500
73672,06037603600
80688,06037603702
88750,06037603703
49690,06037603704
55030,06037603801
59696,06037603802
48576,06037603900
67823,06037604001
60274,06037604002
63547,06037604100
63889,06037609900
116349,06037620001
108153,06037620002
97639,06037620101
84000,06037620102
130761,06037620201
160714,06037620301
181406,06037620303
127632,06037620305
135954,06037620400
128803,06037620501
125391,06037620521
106654,06037620522
87604,06037620601
126908,06037620602
113789,06037620701
148565,06037620702
158668,06037620800
201125,06037620901
177632,06037620904
127750,06037621001
117262,06037621002
121384,06037621004
161204,06037621102
150710,06037621104
114583,06037621201
95403,06037621204
106044,06037621301
91816,06037621324
102703,06037621326
106591,06037621400
92101,06037650001
64444,06037650003
70134,06037650004
104679,06037650101
96172,06037650102
97645,06037650200
66111,06037650300
126786,06037650401
107468,06037650501
118324,06037650502
75957,06037650602
86726,06037650603
58575,06037650604
90167,06037650605
108958,06037650701
124781,06037650702
85607,06037650800
77621,06037650901
92645,06037650902
96066,06037651001
87229,06037651002
96010,06037651101
67292,06037651102
147628,06037651201
80642,06037651221
88023,06037651222
117245,06037651302
85896,06037651304
87083,06037651401
105909,06037651402
69438,06037670001
80117,06037670002
80272,06037670003
60040,06037670100
144046,06037670201
174205,06037670202
208125,06037670324
151367,06037670326
190583,06037670328
150652,06037670403
102941,06037670405
170125,06037670406
93415,06037670407
137361,06037670411
147993,06037670413
98889,06037670416
239375,06037670500
150097,06037670602
124181,06037670701
202500,06037670702
55386,06037700101
36568,06037700102
65190,06037700200
81909,06037700300
87016,06037700400
82847,06037700501
76765,06037700502
185729,06037700600
209890,06037700700
86216,06037700801
67422,06037700802
84500,06037700901
84347,06037700902
106657,06037701000
NA,06037701100
201719,06037701201
115647,06037701202
97120,06037701302
122024,06037701304
100840,06037701402
97440,06037701501
90081,06037701502
135295,06037701601
99805,06037701602
76830,06037701701
67008,06037701702
60213,06037701801
64475,06037701802
59154,06037701902
88986,06037702002
87295,06037702102
96806,06037702201
109803,06037702202
95246,06037702300
88603,06037702400
93826,06037702501
86081,06037702502
94815,06037702600
126786,06037702700
56912,06037702801
90000,06037702802
68643,06037702803
112050,06037702901
104000,06037703001
101765,06037703002
90619,06037703100
93528,06037703200
138274,06037800101
126619,06037800102
160524,06037800202
133971,06037800203
130363,06037800204
152942,06037800324
131680,06037800325
137222,06037800326
91418,06037800327
101923,06037800328
84074,06037800329
151750,06037800330
126250,06037800331
147019,06037800332
130208,06037800406
145696,06037800408
122875,06037800410
155583,06037800504
177143,06037800506
25938,06037900102
32500,06037900103
47078,06037900104
44643,06037900201
54012,06037900300
47181,06037900501
61914,06037900504
36799,06037900505
50095,06037900506
46958,06037900507
51667,06037900508
36531,06037900602
40238,06037900605
30083,06037900606
23020,06037900607
48846,06037900608
37321,06037900609
37883,06037900701
36384,06037900703
44306,06037900704
46306,06037900705
56316,06037900803
39706,06037900804
59458,06037900805
21587,06037900806
56574,06037900900
NA,06037901003
85714,06037901004
94750,06037901007
61103,06037901008
70481,06037901009
62614,06037901010
65370,06037901011
68139,06037901101
75326,06037901102
74318,06037901205
59911,06037901209
63322,06037901210
114226,06037901213
47679,06037910001
45897,06037910002
41481,06037910101
60964,06037910201
98341,06037910202
59837,06037910205
105170,06037910206
88906,06037910207
63813,06037910208
102089,06037910209
97963,06037910210
97313,06037910301
94365,06037910302
79282,06037910401
26048,06037910402
19861,06037910403
58043,06037910404
17750,06037910501
34150,06037910502
42801,06037910504
62941,06037910505
38731,06037910601
38170,06037910602
43767,06037910603
49231,06037910605
49403,06037910606
72667,06037910705
58060,06037910706
48203,06037910707
79306,06037910709
55101,06037910711
68720,06037910712
61307,06037910713
61982,06037910714
53521,06037910715
62299,06037910716
94137,06037910804
111618,06037910805
109886,06037910807
101635,06037910808
138750,06037910809
146364,06037910810
119712,06037910811
85417,06037910812
84048,06037910813
50732,06037911001
65000,06037920011
64479,06037920012
125188,06037920013
140101,06037920015
127422,06037920016
105536,06037920017
106150,06037920018
103417,06037920020
76750,06037920023
81250,06037920026
117423,06037920028
76844,06037920029
81786,06037920030
56518,06037920031
141140,06037920032
46458,06037920033
84094,06037920034
79890,06037920035
84464,06037920036
56694,06037920037
53100,06037920038
123938,06037920039
94837,06037920040
78192,06037920041
90996,06037920042
140370,06037920043
102625,06037920044
128269,06037920045
80135,06037920102
126474,06037920104
85556,06037920106
159095,06037920107
115954,06037920108
110079,06037920109
153798,06037920110
107500,06037920111
117656,06037920112
103750,06037920114
114408,06037920115
109625,06037920116
121426,06037920118
136029,06037920119
NA,06037920200
102500,06037920303
81053,06037920312
101750,06037920313
105000,06037920314
89167,06037920322
97917,06037920326
101250,06037920328
97853,06037920329
86583,06037920330
90313,06037920331
98750,06037920332
79661,06037920334
47614,06037920336
61369,06037920337
151827,06037920338
146850,06037920339
106964,06037930101
56979,06037930200
75313,06037930301
NA,06037980001
NA,06037980002
NA,06037980003
