medinc,GEOID
NA,06037980004
NA,06037980005
NA,06037980006
NA,06037980007
NA,06037980008
NA,06037980009
NA,06037980010
NA,06037980013
NA,06037980014
54167,06037980015
NA,06037980018
226500,06037980019
NA,06037980020
NA,06037980021
NA,06037980022
NA,06037980023
124038,06037980024
NA,06037980025
NA,06037980026
NA,06037980028
NA,06037980030
64500,06037980031
NA,06037980033
NA,06037990100
NA,06037990200
NA,06037990300
62385,06039000102
54514,06039000103
55733,06039000104
69055,06039000106
62313,06039000108
54211,06039000109
42292,06039000201
64356,06039000202
42765,06039000300
63984,06039000400
44190,06039000502
59267,06039000503
64528,06039000506
65619,06039000507
63244,06039000508
78045,06039000509
28080,06039000602
36344,06039000603
35208,06039000604
66086,06039000700
26998,06039000800
36672,06039000900
67568,06039001000
127581,06041101100
105292,06041101200
138929,06041102100
107500,06041102202
67839,06041102203
142891,06041103100
115000,06041103200
92344,06041104101
84962,06041104102
94712,06041104200
119750,06041104300
83092,06041105000
85489,06041106001
100662,06041106002
125568,06041107000
115799,06041108100
81827,06041108200
99764,06041109001
104893,06041109002
106528,06041110100
170676,06041110200
76698,06041111000
94231,06041112100
42399,06041112201
65250,06041112202
88068,06041113000
121014,06041114100
83929,06041114200
143291,06041115000
128571,06041116000
108968,06041117000
250001,06041118100
216042,06041119100
80978,06041119201
187500,06041119202
111331,06041120000
149622,06041121100
123897,06041121200
NA,06041122000
223068,06041123000
158487,06041124100
163118,06041124200
97257,06041125000
207722,06041126100
104327,06041126200
168558,06041127000
155066,06041128100
174236,06041128200
37292,06041129000
136058,06041130201
106515,06041130202
120083,06041131100
84118,06041132100
75625,06041132200
91399,06041133000
NA,06041990100
47835,06043000101
47347,06043000102
45635,06043000200
60852,06043000301
75588,06043000302
67552,06043000400
38114,06045010100
39028,06045010200
47365,06045010300
51061,06045010400
40145,06045010500
47695,06045010600
36906,06045010700
59720,06045010801
62793,06045010802
49951,06045010900
51406,06045011001
62795,06045011002
53958,06045011102
42292,06045011200
39067,06045011300
72065,06045011400
47532,06045011500
33750,06045011600
72188,06045011700
53897,06045011800
NA,06045990100
54750,06047000201
44931,06047000202
57906,06047000203
55136,06047000301
58542,06047000303
47463,06047000304
44432,06047000401
61404,06047000402
50000,06047000503
44952,06047000504
43905,06047000505
41250,06047000601
52561,06047000602
57768,06047000603
36735,06047000701
96813,06047000702
52207,06047000801
59153,06047000802
57462,06047000901
59781,06047000902
68879,06047001002
33112,06047001003
27824,06047001004
29714,06047001005
66505,06047001101
59984,06047001200
29508,06047001301
25615,06047001302
39879,06047001401
53828,06047001402
63869,06047001501
31346,06047001502
25785,06047001503
20929,06047001601
45542,06047001602
37379,06047001700
96875,06047001801
40039,06047001901
48264,06047001902
51968,06047002000
53058,06047002100
30000,06047002201
52065,06047002202
82432,06047002301
59415,06047002302
32975,06047002401
42303,06047002402
56949,06047002500
82841,06047002600
35924,06049000100
48220,06049000200
51383,06049000300
43824,06049000400
66786,06051000101
54559,06051000102
63584,06051000200
80369,06053000101
81236,06053000102
53887,06053000103
94167,06053000104
70123,06053000200
56875,06053000300
48886,06053000400
39922,06053000501
51111,06053000502
47179,06053000600
42750,06053000701
42021,06053000702
47750,06053000800
36278,06053000900
82868,06053001200
25828,06053001300
71285,06053001400
67757,06053001500
73936,06053001600
53317,06053001700
75127,06053001801
56375,06053001802
47925,06053010101
123511,06053010102
82350,06053010202
90417,06053010305
53158,06053010306
52846,06053010400
77080,06053010501
61898,06053010504
54176,06053010505
55759,06053010506
95164,06053010603
77857,06053010604
74226,06053010605
76071,06053010606
51192,06053010607
56741,06053010608
149369,06053010701
119659,06053010702
44758,06053010804
78929,06053010900
100064,06053011000
44904,06053011101
70815,06053011102
50337,06053011202
55156,06053011203
57170,06053011204
37263,06053011302
65536,06053011303
49327,06053011304
55262,06053011400
56042,06053011502
96989,06053011602
77984,06053011604
128056,06053011700
95600,06053011801
74236,06053011802
132604,06053011900
85429,06053012000
88056,06053012100
80357,06053012200
75268,06053012302
62802,06053012401
89076,06053012402
76424,06053012502
83333,06053012600
74479,06053012700
115652,06053012800
64525,06053013000
88529,06053013100
132820,06053013200
64443,06053013300
90795,06053013400
61012,06053013500
56683,06053013600
42635,06053013700
77772,06053013800
52232,06053013900
53640,06053014000
63056,06053014102
NA,06053014104
71563,06053014105
70884,06053014107
68608,06053014201
51512,06053014202
75855,06053014301
74115,06053014302
64519,06053014500
71981,06053014601
81513,06053014700
66563,06053014800
NA,06053980000
NA,06053990000
73581,06055200201
55125,06055200202
61778,06055200203
72218,06055200301
110789,06055200302
100202,06055200400
68250,06055200501
59219,06055200503
84065,06055200504
77717,06055200505
93134,06055200601
70625,06055200602
125159,06055200703
71346,06055200704
75742,06055200705
108984,06055200706
79605,06055200707
95313,06055200802
106700,06055200803
72188,06055200804
6953,06055200900
118988,06055201003
72778,06055201004
113636,06055201005
90625,06055201006
105694,06055201007
124286,06055201101
117804,06055201102
69503,06055201200
63561,06055201300
149612,06055201401
156724,06055201402
NA,06055201403
106667,06055201500
71313,06055201601
90625,06055201602
92452,06055201700
67759,06055201800
105278,06055201900
70119,06055202000
82846,06057000102
77114,06057000103
42835,06057000104
61938,06057000105
79327,06057000200
78944,06057000300
62667,06057000401
61680,06057000402
44183,06057000501
44863,06057000502
33741,06057000600
69978,06057000701
66575,06057000702
70417,06057000801
52714,06057000802
47609,06057000900
109650,06057001203
100938,06057001204
108371,06057001205
83886,06057001206
95764,06059001101
85903,06059001102
67000,06059001103
61401,06059001201
65132,06059001202
71034,06059001301
81875,06059001303
67353,06059001304
63542,06059001401
88205,06059001402
100972,06059001403
60208,06059001404
90519,06059001501
88169,06059001503
81538,06059001504
110258,06059001505
78292,06059001506
80933,06059001507
97157,06059001601
116739,06059001602
109366,06059001704
85038,06059001705
135278,06059001706
126272,06059001707
82941,06059001708
53750,06059001801
52701,06059001802
79107,06059001901
87949,06059001902
69265,06059001903
64891,06059011000
69531,06059011101
72716,06059011102
70966,06059011200
73961,06059011300
83750,06059011401
114762,06059011402
63562,06059011403
64800,06059011502
103125,06059011503
40332,06059011504
48251,06059011601
49394,06059011602
81495,06059011707
64072,06059011708
115703,06059011709
104879,06059011710
61834,06059011711
59620,06059011712
64904,06059011714
84357,06059011715
136667,06059011716
93512,06059011717
115085,06059011718
44136,06059011720
51042,06059011721
58125,06059011722
74301,06059021802
96971,06059021807
151563,06059021809
120260,06059021810
119931,06059021812
NA,06059021813
103611,06059021814
131118,06059021815
105139,06059021816
106389,06059021817
144112,06059021820
96389,06059021821
150972,06059021822
134575,06059021823
150250,06059021824
116667,06059021825
76220,06059021826
134861,06059021827
176591,06059021828
170885,06059021829
158041,06059021830
114219,06059021903
119595,06059021905
154375,06059021912
79135,06059021913
109500,06059021914
122014,06059021915
123750,06059021916
121477,06059021917
97589,06059021918
128194,06059021919
125923,06059021920
165800,06059021921
102340,06059021922
132601,06059021923
125887,06059021924
141786,06059032002
137955,06059032003
103056,06059032011
120395,06059032012
97202,06059032013
56612,06059032014
117019,06059032015
126328,06059032020
83575,06059032022
161406,06059032023
96883,06059032027
91694,06059032028
97266,06059032029
110438,06059032030
132946,06059032031
115841,06059032032
91500,06059032033
166848,06059032034
105500,06059032035
110588,06059032036
69718,06059032037
138075,06059032038
135632,06059032039
135882,06059032040
109712,06059032041
147868,06059032042
200455,06059032043
183816,06059032044
146607,06059032045
210300,06059032046
84646,06059032047
120000,06059032048
147699,06059032049
130000,06059032050
66178,06059032051
120103,06059032053
83125,06059032054
73510,06059032055
138289,06059032056
170754,06059032057
169706,06059032058
156146,06059032059
154821,06059032061
94474,06059042103
115500,06059042106
64167,06059042107
69435,06059042108
82583,06059042109
141028,06059042111
150429,06059042112
109205,06059042113
86644,06059042114
82384,06059042201
92992,06059042203
126058,06059042205
84375,06059042206
165938,06059042305
115230,06059042307
64146,06059042310
128068,06059042311
54816,06059042312
72130,06059042313
92464,06059042315
119514,06059042317
108884,06059042319
80926,06059042320
137793,06059042323
86867,06059042324
114816,06059042325
113266,06059042326
117391,06059042327
210625,06059042328
102188,06059042329
88651,06059042330
89663,06059042331
120000,06059042332
171316,06059042333
85464,06059042334
89348,06059042335
138272,06059042336
121852,06059042337
115260,06059042338
103305,06059042339
91585,06059052404
122538,06059052408
66944,06059052410
85938,06059052411
147593,06059052415
112969,06059052416
96563,06059052417
95502,06059052418
157614,06059052419
135148,06059052420
119896,06059052421
130833,06059052422
91809,06059052423
79770,06059052424
91209,06059052425
122419,06059052426
134659,06059052427
146005,06059052428
108929,06059052502
70771,06059052505
122563,06059052506
137650,06059052511
101863,06059052513
101636,06059052514
106540,06059052515
101370,06059052517
95089,06059052518
100673,06059052519
94233,06059052520
81422,06059052521
127792,06059052522
124625,06059052523
85907,06059052524
97614,06059052525
117165,06059052526
110919,06059052527
103167,06059052528
137538,06059062604
80931,06059062605
85273,06059062610
52162,06059062611
120104,06059062612
39135,06059062614
106750,06059062619
171384,06059062620
108832,06059062621
41109,06059062622
42599,06059062625
25417,06059062626
50632,06059062627
97321,06059062628
131513,06059062629
105333,06059062630
150893,06059062631
125556,06059062632
166410,06059062633
118000,06059062634
130054,06059062635
101964,06059062636
84839,06059062637
108750,06059062638
121618,06059062639
84632,06059062640
87218,06059062641
152466,06059062642
250001,06059062643
146953,06059062644
153143,06059062645
37988,06059062646
47379,06059062647
42795,06059062648
55918,06059062649
150972,06059062701
118750,06059062702
112813,06059062800
177067,06059062900
94483,06059063004
128477,06059063005
106143,06059063006
118325,06059063007
100396,06059063008
148000,06059063009
105576,06059063010
92059,06059063101
93321,06059063102
124618,06059063103
72703,06059063201
112833,06059063202
91023,06059063301
118723,06059063302
136397,06059063400
122899,06059063500
115639,06059063601
90786,06059063603
64359,06059063604
49551,06059063605
47336,06059063701
57420,06059063702
111116,06059063802
100865,06059063803
105536,06059063805
106000,06059063806
70546,06059063807
61694,06059063808
72310,06059063902
97708,06059063903
77463,06059063904
86101,06059063905
64942,06059063906
100611,06059063907
79423,06059063908
90431,06059074003
74896,06059074004
84258,06059074005
62083,06059074006
86765,06059074102
88068,06059074103
72695,06059074106
70141,06059074107
78077,06059074108
73432,06059074109
95764,06059074110
93806,06059074111
84153,06059074200
60511,06059074300
41350,06059074403
42098,06059074405
53458,06059074406
42204,06059074407
51914,06059074408
40761,06059074501
62457,06059074502
64643,06059074601
57841,06059074602
58261,06059074701
66597,06059074702
72826,06059074801
54302,06059074802
73587,06059074803
51424,06059074805
54241,06059074806
46071,06059074901
50102,06059074902
30754,06059075002
39365,06059075003
40545,06059075004
53288,06059075100
57135,06059075201
69911,06059075202
67262,06059075301
73042,06059075302
95938,06059075303
103214,06059075401
70653,06059075403
74629,06059075404
68372,06059075405
71707,06059075504
74415,06059075505
90543,06059075506
66875,06059075507
65082,06059075512
69244,06059075513
45690,06059075514
80213,06059075515
107054,06059075603
151731,06059075604
119802,06059075605
181985,06059075606
103681,06059075607
93365,06059075701
116250,06059075702
156774,06059075703
78777,06059075805
84769,06059075806
109722,06059075807
118250,06059075808
165278,06059075809
122188,06059075810
71402,06059075811
70781,06059075812
121667,06059075813
130438,06059075814
91574,06059075815
69833,06059075816
65944,06059075901
68769,06059075902
64610,06059076000
76906,06059076101
55673,06059076102
54824,06059076103
123786,06059076201
84470,06059076202
62381,06059076204
84222,06059076205
60532,06059076206
86696,06059076208
78447,06059086301
77009,06059086303
66810,06059086304
103488,06059086305
78500,06059086306
79737,06059086402
74237,06059086404
52798,06059086405
64444,06059086406
59216,06059086407
51058,06059086501
58324,06059086502
49632,06059086601
54875,06059086602
82240,06059086701
66970,06059086702
72250,06059086801
62569,06059086802
62543,06059086803
43400,06059086901
61984,06059086902
60149,06059086903
64554,06059087001
64661,06059087002
55809,06059087101
61940,06059087102
63821,06059087103
62792,06059087105
49682,06059087106
54261,06059087200
63493,06059087300
101494,06059087401
47703,06059087403
52955,06059087404
43667,06059087405
62413,06059087503
39492,06059087504
55847,06059087505
55257,06059087601
80505,06059087602
66250,06059087701
59534,06059087703
86339,06059087704
72611,06059087801
59685,06059087802
50714,06059087803
61895,06059087805
42020,06059087806
53618,06059087901
50417,06059087902
65000,06059088001
69609,06059088002
74665,06059088101
56863,06059088104
83880,06059088105
55744,06059088106
57790,06059088107
45598,06059088201
84697,06059088202
60174,06059088203
60625,06059088301
107692,06059088302
91627,06059088401
58750,06059088402
86591,06059088403
63750,06059088501
64063,06059088502
62708,06059088601
61736,06059088602
42679,06059088701
73083,06059088702
51667,06059088801
58021,06059088802
53185,06059088901
63194,06059088902
64698,06059088903
67150,06059088904
51706,06059088905
57489,06059089001
59787,06059089003
49205,06059089004
65259,06059089102
58380,06059089104
61119,06059089105
47500,06059089106
80208,06059089107
60475,06059099202
74063,06059099203
66473,06059099204
72351,06059099212
81515,06059099214
100450,06059099215
92107,06059099216
113125,06059099217
102989,06059099220
62114,06059099222
44842,06059099223
87026,06059099224
120714,06059099225
101875,06059099226
70644,06059099227
65408,06059099229
95735,06059099230
126215,06059099231
97444,06059099232
88306,06059099233
98182,06059099234
64534,06059099235
128056,06059099237
137795,06059099238
116833,06059099239
92602,06059099240
65145,06059099241
86974,06059099242
93000,06059099243
77829,06059099244
112143,06059099245
110109,06059099246
66389,06059099247
50750,06059099248
56250,06059099249
57774,06059099250
73714,06059099251
75085,06059099305
83150,06059099306
80142,06059099307
140083,06059099308
96953,06059099309
101300,06059099310
100165,06059099311
48864,06059099402
112264,06059099404
91250,06059099405
82833,06059099406
101094,06059099407
93226,06059099408
61344,06059099410
66238,06059099411
86473,06059099412
79554,06059099413
148245,06059099415
92450,06059099416
112375,06059099417
62639,06059099502
132679,06059099504
88661,06059099506
78198,06059099508
36071,06059099509
35647,06059099510
96004,06059099511
101250,06059099512
88919,06059099513
120787,06059099514
51223,06059099601
107991,06059099602
104671,06059099603
107656,06059099604
125750,06059099605
53869,06059099701
60903,06059099702
83125,06059099703
53333,06059099801
33065,06059099802
33608,06059099803
71511,06059099902
79583,06059099903
46375,06059099904
70694,06059099905
123929,06059099906
99732,06059110001
86176,06059110003
106716,06059110004
83851,06059110005
124750,06059110006
123750,06059110007
107656,06059110008
127670,06059110010
105550,06059110011
120595,06059110012
62528,06059110014
130685,06059110015
104625,06059110102
78194,06059110104
90827,06059110106
84500,06059110108
86985,06059110109
82819,06059110110
86940,06059110111
111106,06059110113
100417,06059110114
116250,06059110115
97467,06059110116
90093,06059110117
182656,06059110118
64639,06059110201
56949,06059110202
88500,06059110203
90123,06059110301
86953,06059110302
99688,06059110303
105746,06059110304
94559,06059110401
59531,06059110402
49167,06059110500
49531,06059110603
96322,06059110604
93325,06059110605
49859,06059110606
77276,06059110607
NA,06059980000
NA,06059990100
59519,06061020104
56458,06061020105
70521,06061020106
44063,06061020107
78625,06061020200
49735,06061020300
35644,06061020401
90885,06061020402
78681,06061020501
104583,06061020502
128898,06061020601
107092,06061020602
122935,06061020604
132353,06061020605
175313,06061020606
103646,06061020710
78404,06061020711
59563,06061020712
52500,06061020713
92188,06061020714
74205,06061020715
105250,06061020717
63531,06061020805
60410,06061020806
43412,06061020901
70190,06061020908
67648,06061021003
110128,06061021034
107601,06061021035
60927,06061021037
98167,06061021038
63281,06061021039
45865,06061021040
120990,06061021043
116866,06061021044
56905,06061021045
61833,06061021046
54271,06061021103
97784,06061021106
58472,06061021108
116905,06061021109
110905,06061021122
121693,06061021123
84196,06061021128
73173,06061021129
75380,06061021130
92603,06061021131
77692,06061021203
82159,06061021204
78917,06061021304
129128,06061021309
111276,06061021322
55000,06061021401
54559,06061021403
68629,06061021501
88301,06061021502
38095,06061021603
102733,06061021604
95078,06061021801
57762,06061021802
67823,06061021901
90263,06061021902
62739,06061022002
91944,06061022011
64554,06061022013
75333,06061022014
79821,06061022100
78235,06061022200
70500,06061022300
113548,06061022400
166411,06061022500
73737,06061022600
105750,06061022800
89088,06061022900
118500,06061023000
143286,06061023100
102031,06061023200
115372,06061023300
83098,06061023400
135264,06061023500
66763,06061023600
64479,06061023700
60443,06061023800
106630,06061023900
NA,06061990000
48272,06063000100
74250,06063000201
57438,06063000202
53958,06063000300
42455,06063000400
54583,06063000501
68688,06063000502
57903,06065030101
45833,06065030103
63668,06065030104
74273,06065030200
30436,06065030300
46071,06065030400
48667,06065030501
36154,06065030502
30946,06065030503
148667,06065030601
106625,06065030602
127593,06065030603
72423,06065030700
67354,06065030800
62309,06065030900
60969,06065031001
49564,06065031002
63784,06065031100
70496,06065031200
52679,06065031300
47262,06065031401
54583,06065031402
64419,06065031501
38902,06065031502
48958,06065031601
48780,06065031602
55395,06065031701
82663,06065031702
76554,06065031703
72850,06065031704
69223,06065040101
63750,06065040102
74340,06065040201
65230,06065040202
45469,06065040203
38077,06065040204
35458,06065040301
84784,06065040302
68922,06065040303
61814,06065040402
82159,06065040403
83105,06065040404
88452,06065040405
66033,06065040501
62344,06065040502
38933,06065040503
74286,06065040603
92574,06065040604
58977,06065040605
52232,06065040606
87103,06065040607
115130,06065040609
133821,06065040611
119417,06065040613
129604,06065040615
121569,06065040616
108452,06065040701
81813,06065040702
66875,06065040703
105759,06065040806
96298,06065040807
54711,06065040808
73261,06065040809
88828,06065040812
109321,06065040813
64635,06065040814
71995,06065040815
96991,06065040816
69054,06065040821
77373,06065040901
77298,06065040902
57788,06065040903
77444,06065040904
42083,06065041001
61806,06065041002
78750,06065041003
61300,06065041004
32530,06065041101
56010,06065041102
44286,06065041201
53173,06065041202
54233,06065041203
63171,06065041301
50843,06065041302
73077,06065041403
80000,06065041404
68839,06065041405
63465,06065041406
53618,06065041407
49978,06065041408
113380,06065041409
30952,06065041410
38973,06065041411
61424,06065041412
51170,06065041500
35417,06065041600
71793,06065041702
36585,06065041703
38542,06065041704
109083,06065041803
122688,06065041804
82574,06065041805
127281,06065041806
93611,06065041807
112824,06065041808
60417,06065041809
125250,06065041810
85795,06065041812
43942,06065041813
105762,06065041904
59519,06065041905
52917,06065041906
73250,06065041909
84500,06065041910
115452,06065041911
103167,06065041912
83224,06065041913
110043,06065042003
104375,06065042004
123542,06065042005
82639,06065042007
109139,06065042008
66136,06065042009
44191,06065042010
86827,06065042012
115612,06065042013
118565,06065042014
63487,06065042206
113438,06065042207
123882,06065042208
33333,06065042209
35369,06065042210
70870,06065042212
63295,06065042213
92946,06065042214
92132,06065042217
50475,06065042300
103889,06065042401
68015,06065042402
92646,06065042403
52167,06065042404
42380,06065042405
65417,06065042406
70991,06065042407
76029,06065042408
71182,06065042409
81860,06065042410
73750,06065042411
88641,06065042412
38516,06065042505
54662,06065042506
65813,06065042507
50488,06065042508
49333,06065042509
57917,06065042510
44555,06065042511
49135,06065042512
65000,06065042513
47107,06065042514
36932,06065042515
52568,06065042516
53880,06065042517
60602,06065042518
41369,06065042519
34352,06065042520
49348,06065042521
53487,06065042617
54174,06065042618
70034,06065042619
71263,06065042620
76141,06065042621
63611,06065042622
83244,06065042623
93308,06065042624
56649,06065042706
63990,06065042708
44115,06065042709
37941,06065042711
96731,06065042714
87282,06065042715
91656,06065042716
54495,06065042717
57350,06065042719
52595,06065042720
43397,06065042723
95245,06065042724
101120,06065042726
66250,06065042728
55630,06065042729
53158,06065042730
69551,06065042731
80893,06065042732
93779,06065042733
100625,06065042737
81758,06065042738
109363,06065042739
38926,06065042740
29087,06065042741
79980,06065042742
94605,06065042743
74167,06065042744
52324,06065042745
40432,06065042800
47357,06065042901
44257,06065042902
56164,06065042903
43825,06065042904
42618,06065043001
45847,06065043003
51557,06065043005
38816,06065043006
96607,06065043007
75833,06065043008
100427,06065043009
73351,06065043010
65983,06065043206
87176,06065043211
62192,06065043216
90114,06065043217
93358,06065043218
49495,06065043220
96500,06065043222
84352,06065043227
68214,06065043228
56316,06065043229
109063,06065043235
82243,06065043239
116572,06065043240
103736,06065043242
87873,06065043244
106294,06065043246
110227,06065043247
115625,06065043248
85583,06065043250
123032,06065043252
81939,06065043254
90175,06065043256
118041,06065043257
105190,06065043262
97083,06065043264
108448,06065043265
73004,06065043266
101250,06065043267
96875,06065043270
68482,06065043271
109336,06065043272
83438,06065043274
100446,06065043276
114688,06065043278
72607,06065043279
65349,06065043291
63839,06065043304
55561,06065043306
36647,06065043307
37566,06065043308
34508,06065043309
29313,06065043310
47500,06065043311
47576,06065043312
39286,06065043313
54757,06065043314
80500,06065043315
43958,06065043316
74559,06065043317
32820,06065043401
29688,06065043403
27868,06065043404
22226,06065043405
31529,06065043503
56500,06065043504
31299,06065043505
47977,06065043506
34283,06065043507
51193,06065043508
50889,06065043509
53000,06065043512
42396,06065043513
69231,06065043517
34271,06065043601
31908,06065043602
43625,06065043701
44125,06065043702
54565,06065043703
60703,06065043802
63750,06065043807
48098,06065043809
69899,06065043810
60372,06065043811
49664,06065043812
42723,06065043813
46615,06065043814
85250,06065043818
83417,06065043820
78750,06065043821
78542,06065043822
117194,06065043823
61094,06065043900
43491,06065044000
36196,06065044101
34375,06065044102
36017,06065044103
65174,06065044104
38455,06065044200
43561,06065044300
52500,06065044402
45781,06065044403
56000,06065044404
76318,06065044405
44826,06065044505
34628,06065044507
25804,06065044509
31786,06065044510
30370,06065044515
40551,06065044516
70763,06065044517
40631,06065044518
40391,06065044520
37702,06065044521
27385,06065044522
42395,06065044602
52234,06065044604
40536,06065044605
52292,06065044606
40412,06065044701
32804,06065044702
42823,06065044804
59392,06065044805
36944,06065044806
49554,06065044807
57500,06065044904
34225,06065044907
44059,06065044911
33533,06065044915
45625,06065044916
80132,06065044917
68542,06065044918
43245,06065044919
94872,06065044921
85114,06065044922
65174,06065044923
64263,06065044924
63349,06065044925
40926,06065044926
58505,06065044927
85592,06065044928
62959,06065044929
62043,06065044930
46842,06065044931
66750,06065044932
40121,06065045000
48036,06065045103
45244,06065045108
58495,06065045109
63678,06065045110
81750,06065045114
97188,06065045115
56897,06065045116
51250,06065045117
35849,06065045118
68438,06065045119
52279,06065045120
74519,06065045121
95395,06065045122
98750,06065045123
54455,06065045124
107417,06065045125
31334,06065045207
36496,06065045209
54945,06065045212
55172,06065045213
65906,06065045214
101765,06065045215
64318,06065045216
45114,06065045217
54630,06065045222
60326,06065045224
45907,06065045226
81716,06065045228
54583,06065045233
45120,06065045302
26362,06065045303
83271,06065045304
42917,06065045501
28750,06065045502
25833,06065045604
29500,06065045605
67645,06065045606
145000,06065045608
28395,06065045609
31250,06065045703
23164,06065045704
32103,06065045705
28562,06065045706
28892,06065045707
44107,06065045900
47895,06065046101
23816,06065046102
75096,06065046103
30614,06065046200
70545,06065046401
43125,06065046402
57429,06065046403
61394,06065046404
69808,06065046405
22102,06065046500
97188,06065046601
106571,06065046602
54359,06065046700
63281,06065046800
36810,06065046900
39219,06065047000
24954,06065047201
39180,06065047202
117083,06065047900
118036,06065048100
97500,06065048200
81111,06065048300
102019,06065048700
65034,06065048800
66352,06065048901
44387,06065048902
87480,06065049000
58809,06065049100
57596,06065049400
33083,06065049500
85174,06065049600
132935,06065049700
60714,06065049800
98816,06065050300
89662,06065050400
90738,06065050500
90103,06065050600
91061,06065050700
75865,06065050900
80194,06065051100
68594,06065051200
49676,06065051300
56571,06065051400
38068,06065940100
40031,06065940400
94375,06065940500
78317,06065940600
56250,06065940700
58750,06065940800
54095,06065940900
40988,06065941000
41250,06065941100
69408,06065941200
58229,06065941300
42521,06065941400
67115,06065941500
NA,06065980004
NA,06065981000
100787,06067000100
107134,06067000200
115104,06067000300
67924,06067000400
48906,06067000500
30050,06067000600
12387,06067000700
70029,06067000800
38109,06067001101
45184,06067001200
53913,06067001300
42292,06067001400
101060,06067001500
101105,06067001600
59120,06067001700
54702,06067001800
55650,06067001900
55698,06067002000
57031,06067002100
36458,06067002200
115071,06067002300
132689,06067002400
118977,06067002500
83721,06067002600
41522,06067002700
42386,06067002800
62609,06067002900
62971,06067003000
57256,06067003101
53850,06067003102
33947,06067003202
37552,06067003203
38344,06067003204
87563,06067003300
64545,06067003400
60014,06067003501
61000,06067003502
45486,06067003600
32232,06067003700
50564,06067003800
74464,06067003900
60533,06067004001
89952,06067004004
71623,06067004005
59003,06067004006
88199,06067004008
69868,06067004009
56723,06067004010
124145,06067004011
102083,06067004012
40872,06067004100
55187,06067004201
45402,06067004202
38295,06067004203
46190,06067004300
33068,06067004401
33380,06067004402
28775,06067004501
33333,06067004502
33083,06067004601
35256,06067004602
32288,06067004701
37045,06067004702
45404,06067004801
33690,06067004802
40612,06067004903
55821,06067004904
44009,06067004905
54263,06067004906
40801,06067005001
35810,06067005002
38750,06067005101
43750,06067005102
21650,06067005201
86422,06067005202
74408,06067005204
31782,06067005205
20795,06067005301
42846,06067005402
74732,06067005403
90739,06067005404
30233,06067005502
31309,06067005505
29250,06067005506
38925,06067005508
35125,06067005509
41825,06067005510
37083,06067005601
54066,06067005605
67819,06067005606
90402,06067005701
142344,06067005702
85446,06067005801
121809,06067005803
133359,06067005804
88109,06067005901
33813,06067005903
63177,06067005904
43929,06067006002
39634,06067006003
94188,06067006004
40733,06067006101
33194,06067006102
28539,06067006201
34101,06067006202
33902,06067006300
35769,06067006400
41903,06067006500
40326,06067006600
50496,06067006701
39675,06067006702
26260,06067006800
27663,06067006900
50047,06067007001
47729,06067007004
57019,06067007007
62798,06067007010
55747,06067007011
56922,06067007012
62019,06067007013
54583,06067007014
75120,06067007015
79911,06067007016
89097,06067007017
68017,06067007018
24659,06067007019
87007,06067007020
108594,06067007101
83972,06067007102
84697,06067007103
110686,06067007104
85375,06067007105
107298,06067007106
124708,06067007107
56655,06067007202
60505,06067007204
71750,06067007206
67500,06067007207
64627,06067007208
53482,06067007209
39250,06067007301
46864,06067007402
59554,06067007403
49837,06067007406
37813,06067007413
54856,06067007414
71118,06067007415
52635,06067007416
78239,06067007417
90550,06067007421
48281,06067007422
28750,06067007423
33534,06067007424
55667,06067007426
72891,06067007427
69909,06067007428
48381,06067007429
81250,06067007430
69767,06067007431
76290,06067007432
77886,06067007433
43495,06067007501
46705,06067007503
55577,06067007504
53019,06067007601
55309,06067007602
41787,06067007701
82981,06067007702
58276,06067007801
79069,06067007802
73405,06067007903
79080,06067007904
79263,06067007905
57230,06067007906
105147,06067008005
77525,06067008006
61192,06067008007
93564,06067008008
73832,06067008009
89511,06067008010
71833,06067008111
60814,06067008113
64950,06067008117
69221,06067008119
54167,06067008120
67243,06067008122
86369,06067008124
73125,06067008125
65879,06067008127
55341,06067008128
63117,06067008129
57793,06067008130
57287,06067008131
63351,06067008132
35982,06067008133
57557,06067008134
40485,06067008135
49773,06067008136
54745,06067008137
65156,06067008138
41683,06067008139
60958,06067008140
48676,06067008141
50668,06067008142
56356,06067008143
84468,06067008144
84410,06067008145
70441,06067008203
81538,06067008204
84326,06067008206
81449,06067008207
64545,06067008208
85368,06067008209
94853,06067008210
84550,06067008211
91353,06067008402
83578,06067008403
60870,06067008404
133388,06067008501
107056,06067008504
146538,06067008505
58359,06067008506
91884,06067008507
123011,06067008508
160463,06067008509
154725,06067008510
167500,06067008512
125909,06067008513
105738,06067008600
122000,06067008702
107462,06067008703
126667,06067008704
126742,06067008705
89107,06067008801
68889,06067008905
50357,06067008907
48846,06067008908
75568,06067008909
60938,06067008910
37763,06067008911
84375,06067008912
57314,06067008913
65433,06067009004
46453,06067009005
40156,06067009006
38448,06067009007
46700,06067009008
56979,06067009010
105486,06067009011
59513,06067009103
52143,06067009105
65685,06067009106
71298,06067009107
78611,06067009108
80972,06067009109
30875,06067009110
67995,06067009111
61433,06067009112
41406,06067009201
84763,06067009307
72895,06067009308
80350,06067009309
75231,06067009310
81709,06067009311
78138,06067009312
71944,06067009314
58625,06067009316
80833,06067009317
52773,06067009318
58305,06067009319
49281,06067009320
81639,06067009321
90900,06067009322
106797,06067009323
161129,06067009324
125806,06067009325
125208,06067009326
116806,06067009328
